12222972 70.0
12423795 50.0
12624231 60.0
12824559 41.0
13025603 78.0
13226027 72.0
13426950 76.0
13628285 85.3076923076923
13828946 101.0
14029791 43.0
14230934 73.0
14431615 86.0
14632807 55.0
14834162 65.0
15035205 78.0
15235463 105.0
15436538 83.0
15636552 73.0
15837331 88.0
16037676 141.0
16238698 94.0
16439616 113.0
16639716 64.0
16840326 87.0
17040339 82.0
17241298 85.0
17441808 140.0
17641855 123.0
17842608 119.0
18043246 121.0
18243412 95.0
18443912 94.0
18645243 76.0
18845684 96.0
19046279 102.0
19246734 103.0
19447344 84.0
19647924 114.0
19848246 78.0
20048264 348.0
204248 0.0
408289 0.0
612412 0.0
816816 4.0
1020907 32.5
1225144 89.75
1429064 78.5
1633311 72.5
1837494 113.5
2041478 119.25
2245895 187.33333333333334
2449945 176.0
2654147 206.0
2858240 138.75
3066821 207.0
3275431 363.0
3479602 422.5
3683688 719.0
3892444 457.5
4096546 458.0
4300749 441.5
4509332 143.5
4713166 438.5
4917247 695.0
5121031 444.0
5329417 439.0
5533445 724.0
5737769 474.0
5941878 407.0
6154618 473.0
6363248 737.0
6567369 799.0
6771281 487.0
6979830 781.0
7183989 981.0
7392624 470.0
7601119 786.0
7809588 979.0
8022555 765.0
8226971 998.0
8430897 1015.0
8643968 999.0
8852610 466.0
9056792 1033.0
9265154 940.0
9473635 758.0
9678033 977.0
9886393 736.0
10099285 493.0
10312263 781.0
10516587 955.0
10725156 709.0
10929273 966.0
11142258 1030.0
11355321 1003.0
11563697 796.0
11767881 1039.0
11976454 1037.0
12189594 1052.0
12393640 966.0
12602153 1094.0
12810621 737.0
13014592 772.0
13223212 nan
13436298 1055.0
13640541 nan
13853561 1078.0
14057480 910.0
14270469 497.0
14474579 967.0
14691896 nan
14900297 1048.0
200518 0.0
401268 0.0
617612 nan
819407 0.0
1019538 0.0
1221175 nan
1423578 nan
1625859 0.0
1826189 0.0
2028479 0.0
2228556 0.0
2430498 0.0
2637368 0.0
2840671 nan
3042215 0.0
3244286 nan
3446098 nan
3647717 0.0
3848693 0.0
4053218 nan
4256962 nan
4459961 0.0
4661580 nan
4861761 nan
5064861 0.0
5265436 nan
5466873 nan
5668585 nan
5871905 nan
6072608 0.0
6273692 nan
6475457 0.0
6677654 nan
6878197 0.0
7078651 nan
7280915 nan
7483588 nan
7685869 nan
7888608 nan
8090677 0.0
8293781 nan
8498920 nan
8698928 nan
8901257 nan
9102707 nan
9304028 nan
9508720 nan
9710071 nan
9912352 nan
10113251 nan
10314423 nan
10515872 0.0
10716266 nan
10917909 nan
11118361 0.0
11318768 0.0
11520015 nan
11720713 nan
11923429 0.0
12124517 nan
12325236 nan
12526442 0.0
12727585 0.0
