200359 0.0
400730 7.0
601017 8.0
801030 12.0
1001098 5.0
1201379 14.73913043478261
1401461 16.0
1601750 14.157894736842104
1802031 16.0
2002370 16.0
2202841 16.0
2403022 22.0
2603307 21.0
2803899 16.0
3004281 21.307692307692307
3204400 38.0
3404831 39.0
3605660 43.0
3806654 28.0
4007156 40.5
4207158 48.0
4407803 48.0
4608557 43.75
4809902 45.0
5010843 31.6
5211481 52.333333333333336
5411673 53.0
5612802 79.0
5813154 61.5
6013758 92.0
6213812 43.6
6414787 73.28571428571429
6615757 231.0
6815934 74.0
7016042 70.0
7216853 62.0
7417103 110.0
7617880 87.0
7818044 83.0
8018777 112.0
8218945 123.0
8420168 149.0
8620394 80.0
8820684 70.0
9021376 322.0
9222111 120.0
9423653 260.0
9624743 111.0
9825933 121.0
10026620 116.0
10227212 127.0
10427761 167.0
10628758 168.0
10830362 205.0
11031047 206.66666666666666
11231949 137.0
11433892 160.0
11634749 150.0
11834932 243.8
12035398 161.16666666666666
12235922 145.0
12437452 328.0
12638176 159.0
12839218 290.8
13039539 248.0
13239618 283.0
13441270 351.0
13641531 320.0
13842727 236.0
14044117 312.0
14244574 322.0
14445485 372.0
14645628 315.0
14846994 274.0
15048615 365.0
15250342 367.0
15450634 382.0
15651119 318.0
15851279 377.0
16051673 nan
16252297 394.0
16453009 371.0
16653060 341.0
16854186 nan
17054559 nan
17255612 354.0
17455803 56.0
17656216 nan
17857760 338.3333333333333
18058873 nan
18260298 399.0
18460727 nan
18662950 nan
18865084 370.0
19065430 nan
19266228 393.0
19466761 nan
19667987 348.2
19868453 395.0
20069302 nan
20269532 nan
200082 0.0
400192 3.0
600442 11.0
800450 7.0
1000510 7.0
1200805 4.194444444444445
1401093 7.333333333333333
1601178 8.0
1801446 12.0
2001841 21.0
2201857 15.0
2402236 17.94736842105263
2602567 16.5
2802799 11.789473684210526
3002868 22.0
3203290 11.842105263157896
3403761 15.0
3604321 16.0
3804981 35.0
4005332 27.0
4205545 22.0
4405809 36.0
4606278 30.0
4806556 22.363636363636363
5006959 26.166666666666668
5207020 43.0
5407178 46.0
5607723 43.888888888888886
5807762 42.0
6008032 47.0
6208429 46.0
6409252 36.0
6609815 45.0
6809873 47.0
7010611 53.0
7211560 59.0
7412119 49.0
7613157 56.25
7813898 55.142857142857146
8014307 71.0
8214872 100.0
8416086 60.0
8616567 44.22222222222222
8817428 91.0
9018414 68.0
9218487 54.0
9419105 106.0
9620156 42.0
9820375 84.0
10020409 117.0
10220801 129.0
10422066 103.0
10622190 89.0
10822860 299.0
11024066 85.28571428571429
11224722 82.0
11425048 109.83333333333333
11625406 85.0
11826402 85.0
12026890 131.0
12228172 106.0
12428548 95.0
12629617 97.42857142857143
12830329 107.0
13030666 108.0
13231094 139.0
13432510 81.0
13632533 136.0
13833319 138.0
14034514 130.0
14234807 160.0
14435435 249.0
14635765 260.4
14836791 242.0
15037464 147.0
15237793 98.66666666666667
15438290 225.0
15639341 311.0
15841185 312.0
16041924 247.0
16242009 65.0
16442231 170.0
16643013 138.0
16844760 327.0
17046130 331.5
17247177 378.0
17448833 190.0
17649829 318.0
17850578 291.0
18051513 386.0
18252429 261.0
18452731 286.0
18654292 328.8333333333333
18856157 290.0
19056392 360.0
19257490 231.0
19458353 367.0
19659971 nan
19860671 nan
20061621 394.75
20263130 285.0
20464299 nan
20665416 391.0
20866825 381.0
21066908 348.0
21268421 386.0
21469056 318.0
21670154 nan
21871728 nan
22072733 311.0
22273798 nan
22474264 140.0
22675760 363.0
22876188 nan
23077631 nan
23278926 nan
23480230 nan
23681076 395.0
23881495 389.0
24083613 nan
24284585 333.0
24487571 nan
24688234 406.0
24888463 nan
25089480 nan
25291078 nan
25491628 423.0
25693015 395.0
25894626 nan
26095114 nan
26296620 341.0
26497848 nan
26698104 nan
26898641 388.6
27098904 376.0
27300331 413.0
27502406 nan
27704376 nan
27904656 nan
28106327 nan
200315 3.625
400542 6.809523809523809
600624 2.6470588235294117
800784 2.358490566037736
1000918 10.314285714285715
1201067 4.0
1401201 6.853658536585366
1601316 3.409090909090909
1801450 4.512820512820513
2001508 4.7631578947368425
2201617 8.0
2401628 4.0
2601706 7.0
2802375 8.0
3002541 16.142857142857142
3202924 11.772727272727273
3403112 7.52
3603189 7.0
3803364 13.0
4003548 8.25
4203620 14.0
4403796 7.0
4604333 20.0
4804983 13.0
5004997 20.0
5205035 17.0
5405406 7.076923076923077
5605654 16.0
5806021 17.0
6006423 19.0
6206734 35.0
6407190 16.0
6607365 15.941176470588236
6807777 17.0
7007865 19.0
7208024 28.0
7408140 23.0
7608633 11.0
7809033 11.0
8009536 16.0
8209600 15.0
8409693 27.0
8609756 23.0
8810205 20.0
9011043 36.0
9211676 19.0
9412190 32.0
9612545 21.0
9812641 29.0
10013085 39.0
10213296 36.0
10413773 34.0
10614338 37.0
10815021 35.0
11015319 21.666666666666668
11215765 46.0
11416480 45.0
11617186 44.333333333333336
11817621 35.166666666666664
12018860 36.0
12218971 34.0
12419360 42.0
12620457 48.0
12821179 79.0
13021914 67.0
13222330 75.71428571428571
13422539 41.0
13623529 74.0
13824078 66.0
14024079 53.57142857142857
14224790 76.0
14425020 28.0
14625196 51.0
14825233 74.0
15025661 59.0
15226068 60.0
15426872 93.0
15627588 114.0
15827877 46.0
16028307 49.0
16229590 85.0
16430468 101.33333333333333
16630751 106.0
16831924 92.0
17032684 111.0
17232801 173.0
17432913 141.0
17633469 135.0
17834290 99.0
18034465 93.0
18235289 115.0
18436284 148.0
18637339 116.5
18838229 93.66666666666667
19038664 124.5
19239971 129.66666666666666
19440738 115.0
19641962 98.0
19843168 224.2
20043886 140.0
20244268 165.0
20445471 114.0
20646633 147.0
20848011 262.0
21048157 179.0
21248667 247.0
21449871 235.0
21650169 224.5
21851403 326.0
22052536 116.0
22253733 208.0
22455410 270.0
22656003 303.0
22856630 319.0
23058307 87.0
23259695 223.0
23460263 301.0
23660962 272.0
23861887 246.0
24062996 344.0
24263586 225.0
24463978 171.4
24664541 313.0
24866110 273.0
25067433 317.0
25268252 nan
25468511 nan
25668580 277.0
25869848 nan
26070931 300.6
26271548 205.6
26471816 135.0
26672405 299.0
26873033 213.0
27074427 324.0
27275508 nan
27475977 394.5
27677338 nan
27877400 nan
28078053 320.0
28279679 nan
28479967 nan
28680272 338.0
28881654 249.0
29082700 296.0
29283201 394.0
29485164 nan
29686091 nan
29886884 298.0
30087218 392.0
30288110 nan
30488789 361.0
30689943 400.0
30890224 379.0
31090296 314.0
31292166 nan
31493695 nan
31695114 nan
31896315 nan
200031 3.953488372093023
400121 1.8854166666666667
600420 11.0
800434 3.3902439024390243
1000632 3.9315068493150687
1200865 7.435483870967742
1401123 10.827586206896552
1601490 11.0
1801944 11.615384615384615
2002323 14.0
2202655 9.0
2403013 10.0
2603173 18.29032258064516
2803532 7.076923076923077
3003561 23.0
3203989 19.0
3404202 13.0
3604670 16.0
3805203 20.0
4005334 13.0
4205525 25.0
4405956 19.88
4606294 29.272727272727273
4806463 33.285714285714285
5006959 17.0
5207195 22.0
5407708 20.03846153846154
5608222 29.916666666666668
5808437 28.0
6008798 30.0
6209154 21.083333333333332
6409580 26.9
6609872 34.35
6810150 38.0
7010847 27.636363636363637
7210932 43.0
7411368 35.0
7612379 33.0
7812700 36.0
8013386 39.0
8213563 55.0
8413837 49.5
8614492 46.0
8814780 49.0
9014946 51.142857142857146
9215507 31.0
9416305 38.0
9616844 31.9
9817331 54.0
10018076 44.0
10218397 60.5
10418789 62.0
10619582 48.0
10819650 37.0
11019731 60.5
11220044 88.76923076923077
11421011 65.6
11621668 60.0
11821738 78.5
12021786 70.92307692307692
